News_Title	Description	Date	Article_URL
Superman co-creator Joseph Shuster"s estate sues Warner Bros over film"s copyright	The lawsuit claims that Warner Bros. Discovery does not have the rights to release the upcoming Superman movie in certain territories.	February 2, 2025	https://indianexpress.com/article/entertainment/hollywood/superman-co-creator-joseph-shusters-estate-sues-warner-bros-over-films-copyright-9813003/
Akshara Gowda Bikki reveals an affordable hack for postpartum stretch marks &#8212; experts weigh in	In a recent conversation, the actor spilled the beans on her pregnancy journey	Updated: February 2, 2025	https://indianexpress.com/article/lifestyle/life-style/akshara-gowda-hack-rid-of-postpartum-stretch-marks-9803717/
Only good thing CJI can do is withdraw judicial work from Justice Shekhar Yadav: senior advocate Dushyant Dave	Senior advocate Dushyant Dave stated that Sardar Vallabhbhai Patel had cautioned against interfering with cultural and religious rights ‘as they form part of the agreement arrived at before the Partition’.	February 2, 2025	https://indianexpress.com/article/india/cji-withdraw-judicial-work-justice-shekhar-yadav-senior-advocate-dushyant-dave-9813296/
Budget 2025: How sweet is the sweetened New Tax Regime?	Union Budget 2025: Apart from zero tax for about a crore people earning Rs 12 lakh a year, slabs also recast to benefit those in higher salary brackets. How much do you save if you earn over Rs 15 lakh a year? We explain.	Updated: February 2, 2025	https://indianexpress.com/article/explained/explained-economics/budget-2025-how-sweet-is-the-sweetened-new-tax-regime-9812584/
Behind measures for middle-class in Union Budget, bid to build trust among taxpayers	In a country, which has just over 10 crore taxpayers, the intent to simplify the tax regime with lower TDS/TCS compliances, raise the income tax rebate limit and rejig the tax slabs, has been to repose trust in the complying taxpayer.	Updated: February 2, 2025	https://indianexpress.com/article/explained/explained-economics/middle-class-confidence-building-measure-bid-to-bring-trust-back-into-the-taxpayer-exchequer-equation-9812757/
CPI(M) says M Mukesh, accused in rape case, will continue as MLA	A rape case was registered against the CPI(M) legislator from Kollam on August 28, 2024, following allegations by a female actor that he had sexually assaulted her in 2010.	Updated: February 2, 2025	https://indianexpress.com/article/india/cpim-m-mukesh-accused-rape-case-mla-9813272/
Ludhiana’s long-awaited Halwara airport taking shape amid villagers’ complaints of ‘unfulfilled’ promises	The district administration has set March 31 as the new deadline for Halwara airport, but it remains to be seen if it will be met or missed like several past deadlines.	Updated: February 2, 2025	https://indianexpress.com/article/cities/chandigarh/halwara-airport-ludhiana-villagers-complaints-9813223/
What the Union Budget does — and doesn’t do — for women	While there is a welcome increase in the overall allocation in the Gender Budget Statement, more needs to be done if the government truly wants to deliver on its promise of Nari Shakti	Updated: February 2, 2025	https://indianexpress.com/article/explained/explained-economics/union-budget-does-gender-women-9812412/
What is happening in Congo and why are M23 rebels fighting?	The rebels entered Goma, the capital of North Kivu province, on January 27 night and had seized control of the city's airport by January 28 evening, after facing pockets of resistance in strategic areas	Updated: February 2, 2025	https://indianexpress.com/article/explained/explained-global/congo-m23-rebels-9812287/
"Talent like Sanju Samson must be allowed a long patch of failures": Sanjay Manjrekar backs India wicket-keeper	Since taking over the opening spot after the T20 World Cup last year, Sanju Samson has stacked up over 500 runs with three centuries and a fifty to his name. 	Updated: February 2, 2025	https://indianexpress.com/article/sports/cricket/sanju-samson-long-failures-backing-t20-india-vs-england-manjrekar-9813241/
Know Your City: How Portuguese saved Daman from the Mughals	Strategic manoeuvres and naval battles thwarted Mughal ambitions in coastal India.	February 2, 2025	https://indianexpress.com/article/cities/ahmedabad/know-your-city-how-portuguese-saved-daman-from-the-mughals-9813255/
Mamta Kulkarni reveals she did semi-nude photoshoot due to lack of "sexual consciousness": "I was shown a picture of Demi Moore"	Mamta Kulkarni opens up about her controversial semi-nude photoshoot in the 90s and featuring in the iconic item number "Koi Jaye To Le Aaye" from Ghatak.	Updated: February 2, 2025	https://indianexpress.com/article/entertainment/bollywood/mamta-kulkarni-reveals-she-did-semi-nude-photoshoot-due-to-lack-of-sexual-consciousness-9813139/
Ashamed to admit abroad that national capital lacks basic amenities: Jaishankar ahead of Delhi polls	"Water, electricity, cooking gas cylinders, houses and health are your right. The people of Delhi did not get their rights in the past 10 years," S Jaishankar said.	Updated: February 2, 2025	https://indianexpress.com/article/cities/delhi/delhi-assembly-elections-jaishankar-abroad-9812896/
Himanshu Sangwan is not an ordinary Ranji Trophy bowler: R Ashwin	R Ashwin slams fan for saying Ranji Trophy is blessed because Virat Kohli was playing in it after 12 years. 	February 2, 2025	https://indianexpress.com/article/sports/cricket/himanshu-sangwan-is-not-an-ordinary-ranji-trophy-bowler-r-ashwin-9813227/
Can aching joints really predict weather? Exploring science behind stormy debate	From shifts in barometric pressure to temperature fluctuations, many theories attempt to explain how environmental factors might influence joint pain.	February 2, 2025	https://indianexpress.com/article/lifestyle/life-style/aching-joints-predict-weather-exploring-science-behind-stormy-debate-9813196/
Can aching joints really predict weather? Exploring science behind stormy debate	From shifts in barometric pressure to temperature fluctuations, many theories attempt to explain how environmental factors might influence joint pain.	February 2, 2025	https://indianexpress.com/article/lifestyle/life-style/aching-joints-predict-weather-exploring-science-behind-stormy-debate-9813196/
Odisha Police Constable Result 2025: Released at opolice.cbexams.com	Odisha Police Constable Result 2025: Candidates who took the examination can now check their results on the official website of the Odisha Police at odishapolice.gov.in.	February 2, 2025	https://indianexpress.com/article/jobs/odisha-police-constable-result-2025-released-at-opolice-cbexams-com-9813202/
Drunk man sparks panic after climbing mobile tower in Bhopal; here"s what happened next	The now-viral video shows the man—wearing a red turban—seated on the top of the mobile tower and making hand gestures.	February 2, 2025	https://indianexpress.com/article/trending/trending-in-india/drunk-man-sparks-panic-after-climbing-mobile-tower-in-bhopal-viral-video-9813212/
As crews clean up from LA wildfires, some residents are furious over hazardous waste	The blazes that began on Jan. 7 charred thousands of buildings, cars and electronics across the Los Angeles area.	Updated: February 2, 2025	https://indianexpress.com/article/news-today/as-crews-clean-up-from-la-wildfires-some-residents-9813159/
Ukraine drone attack kills one in Russia"s Belgorod, governor says	Russia's defence ministry said it destroyed five Ukrainian drones overnight over Russian territory, including one over the Belgorod region.	February 2, 2025	https://indianexpress.com/article/news-today/ukraine-drone-attack-kills-one-in-russias-9813205/
Can India improve their 2-3 Champions Trophy negative Head-to-Head vs Pakistan? &#8220;It’s just a game&#8230;We"ll do what"s required" &#8211; Rohit Sharma	Coach Gambhir says 'If Pakistan is one game in the middle of winning the Champions Trophy, we are going to try and take it as seriously as possible'	February 2, 2025	https://indianexpress.com/article/sports/cricket/champions-trophy-head-to-head-india-vs-pakistan-rohit-sharma-9813204/
Bromance trailer: Mathew Thomas, Arjun Ashokan and gang promise a wild comedy of chaos	Bromance trailer: With the promo's ending evoking memories of Priyadarshan's classic screwball comedy Vettam, Bromance promises to deliver non-stop entertainment.	February 2, 2025	https://indianexpress.com/article/entertainment/malayalam/bromance-trailer-mathew-thomas-arjun-ashokan-and-gang-promise-a-wild-comedy-of-chaos-9813079/
CBI arrests mastermind of CAPF recruitment scam in West Bengal	The arrest comes after a Calcutta High Court order on August 2, 2023, prompted the CBI to launch an investigation into the allegations of undeserving candidates receiving CAPF appointments using forged domicile certificates.	Updated: February 2, 2025	https://indianexpress.com/article/cities/kolkata/cbi-arrests-mastermind-of-capf-recruitment-scam-in-west-bengal-9813185/
A strategic step, a boost for social sector — Pune Inc voices its support for Union Budget 2025	They looked at the budget as a forward-looking balanced approach towards economic growth, innovation and sustainability.	Updated: February 2, 2025	https://indianexpress.com/article/cities/pune/union-budget-pune-inc-social-sector-2025-9813041/
Shahid Kapoor opens up about navigating marriage with wife Mira: "We are on separate tracks"	"A good and healthy marriage is one where you know there's nothing called a perfect marriage," said Shahid Kapoor.	February 2, 2025	https://indianexpress.com/article/lifestyle/feelings/shahid-kapoors-age-gap-and-how-he-navigates-marriage-with-mira-kapoor-9798576/
Sunak’s ‘namaste’ lesson, M K Raina’s walkout, Venki Ramakrishnan’s lost pen and Kailash Kher’s ‘pretty girls’: JLF’s unscripted moments	Sidelights prove that at the Jaipur Literature Festival, unscripted moments are just as captivating as the curated conversations.	Updated: February 2, 2025	https://indianexpress.com/article/india/rishi-sunak-raina-venki-ramakrishnan-kailash-kher-jaipur-literature-festival-9813123/
FAA"s main pilot warning system NOTAM faces outage, US flights may face delays	The NOTAM system is critical for the US as it provides safety notices to pilots, flight crews and other users of US airspace.	February 2, 2025	https://indianexpress.com/article/world/faa-pilot-warning-system-notam-outage-us-flights-face-delay-9813164/
Record numbers of migratory birds flock to Himachal’s Pong Dam Lake, wildlife census reveals	Pong Dam Lake, a designated Ramsar site, is a crucial wintering destination for migratory birds.	Updated: February 2, 2025	https://indianexpress.com/article/cities/chandigarh/migratory-birds-himachal-pradesh-pong-dam-lake-9813147/
"This was Jugi"s Olympics": Jugraj Singh the hero as Bengal Tigers clinch Hockey India League crown on a night of drag flicks	Jugraj Singh, who sold Tricolour flags and water bottles to tourists at the Attari-Wagah border as a kid in a bid to help his family make ends meet, finished the HIL as the leading goalscorer with 12 PC goals to his name.	Updated: February 2, 2025	https://indianexpress.com/article/sports/hockey/jugraj-singh-bengal-tigers-clinch-hockey-india-league-9812549/
"You don’t build economy by making people feel gareeb’: Anupam Mittal reacts to no income tax up to Rs 12 lakh in Budget 2025	In an X post, Mittal also said that this move will make India income-tax free.	Updated: February 2, 2025	https://indianexpress.com/article/trending/trending-in-india/you-dont-build-economy-by-making-people-feel-gareeb-anupam-mittal-reacts-to-no-income-tax-up-to-rs-12-lakh-in-budget-2025-9813149/
Acing the test: Why India"s athletes need to be given academic flexibility to pursue sporting ambitions	Most top-tier athletes, if checked for their IQ and sheer resilience to survive challenges and ability to sponge in knowledge, will find themselves in the higher range, even if not the topmost bookish percentile. 	Updated: February 2, 2025	https://indianexpress.com/article/sports/badminton/acing-the-test-why-indias-athletes-need-to-be-given-academic-flexibility-to-pursue-sporting-ambitions-9812924/
Tulsi Gabbard’s nomination to lead US National Intelligence faces concern amid tough confirmation hearing	In a full floor vote, Democratic Senators are expected to vote against Tulsi Gabbard’s confirmation to lead the National Intelligence.	February 2, 2025	https://indianexpress.com/article/world/tulsi-gabbard-nomination-us-national-intelligence-confirmation-hearing-trump-9813122/
R Ashwin on concussion substitution controversy: "Did we forget that it was an international match not an IPL?"	In a debatable decision during the fourth T20I, the batting allrounder Shivam Dube was replaced by medium-pace bowler Harshit Rana when the rules say like-for-like substitutions.	February 2, 2025	https://indianexpress.com/article/sports/cricket/r-ashwin-concussion-substitution-controversy-shivam-dube-harshit-rana-ind-vs-eng-9813133/
Gemini Live now accessible to over half a billion Hindi speakers	The Gemini Live in Hindi is currently limited to the latest Galaxy S25 series.	Updated: February 2, 2025	https://indianexpress.com/article/technology/artificial-intelligence/gemini-live-hindi-samsung-galaxy-s25-series-9813134/
Deva box office collection day 2: Shahid Kapoor film crosses Rs 10 crore mark but lags behind his flop Batti Gul Meter Chalu	Deva box office collection day 2: The Shahid Kapoor film did see an improvement on Saturday compared to its opening-day figures, giving the makers hope that it could perform better on Sunday.	Updated: February 2, 2025	https://indianexpress.com/article/entertainment/bollywood/deva-box-office-collection-day-2-shahid-kapoors-actioner-crosses-rs-10-cr-mark-but-lags-behind-his-flop-batti-gul-meter-chalu-9812920/
Sonam Kapoor breaks down as she pays tribute to Rohit Bal while walking the ramp. Watch video	Sonam Kapoor was emotional as she walked the ramp to pay tribute to the fashion designer Rohit Bal. 	Updated: February 2, 2025	https://indianexpress.com/article/entertainment/bollywood/sonam-kapoor-breaks-down-as-she-pays-tribute-to-rohit-bal-while-walking-the-ramp-watch-9812927/
Sonam Kapoor wells up while paying tribute to Rohit Bal on the runway, says he ‘shaped Indian fashion in ways beyond measure’	Sonam Kapoor broke down on the runway as she paid tribute to her dear friend and legendary designer Rohit Bal.	February 2, 2025	https://indianexpress.com/article/lifestyle/fashion/sonam-kapoor-tribute-rohit-bal-tears-runway-fashion-designer-9813103/
AAP leaders, including Kharar MLA Anmol Gagan Mann, charged in 2021 BJP office clash case	The court has framed charges under IPC sections related to obstructing government employees and assaulting police personnel	Updated: February 2, 2025	https://indianexpress.com/article/cities/chandigarh/aap-kharar-mla-anmol-gagan-mann-bjp-office-fir-9813101/
Police foil warehouse robbery bid in North Delhi after gunfight with gang	The burglars opened fire on officers who were quietly closing in, according to police, escalating the encounter into a tense exchange of gunfire. Three of the suspects were injured in the crossfire, while five were arrested at the scene. 	February 2, 2025	https://indianexpress.com/article/cities/delhi/police-warehouse-robbery-north-delhi-gunfight-gang-9813088/
Ahead of legal battle, Justin Baldoni launches website containing all information related to his complaint against Blake Lively, Ryan Reynolds	The website features two public documents, already filed in court. While the first is Justin Baldoni’s amended $400 million complaint against Blake Lively and Ryan Reynolds, the second is a 168-page document outlining a "timeline of relevant events".	February 2, 2025	https://indianexpress.com/article/entertainment/hollywood/justin-baldoni-launches-website-containing-all-information-related-to-his-complaint-against-blake-lively-ryan-reynolds-9812983/
Sonam Kapoor wells up while paying tribute to Rohit Bal on the runway, says he ‘shaped Indian fashion in ways beyond measure’	Sonam Kapoor broke down on the runway as she paid tribute to her dear friend and legendary designer Rohit Bal.	February 2, 2025	https://indianexpress.com/article/lifestyle/fashion/sonam-kapoor-tribute-rohit-bal-tears-runway-fashion-designer-9813103/
AAP leaders, including Kharar MLA Anmol Gagan Mann, charged in 2021 BJP office clash case	The court has framed charges under IPC sections related to obstructing government employees and assaulting police personnel	Updated: February 2, 2025	https://indianexpress.com/article/cities/chandigarh/aap-kharar-mla-anmol-gagan-mann-bjp-office-fir-9813101/
Police foil warehouse robbery bid in North Delhi after gunfight with gang	The burglars opened fire on officers who were quietly closing in, according to police, escalating the encounter into a tense exchange of gunfire. Three of the suspects were injured in the crossfire, while five were arrested at the scene. 	February 2, 2025	https://indianexpress.com/article/cities/delhi/police-warehouse-robbery-north-delhi-gunfight-gang-9813088/
Ahead of legal battle, Justin Baldoni launches website containing all information related to his complaint against Blake Lively, Ryan Reynolds	The website features two public documents, already filed in court. While the first is Justin Baldoni’s amended $400 million complaint against Blake Lively and Ryan Reynolds, the second is a 168-page document outlining a "timeline of relevant events".	February 2, 2025	https://indianexpress.com/article/entertainment/hollywood/justin-baldoni-launches-website-containing-all-information-related-to-his-complaint-against-blake-lively-ryan-reynolds-9812983/
NAAC inspection committee chairman, JNU professor among 10 held by CBI in corruption case	The agency said searches are being conducted at 20 locations across India in Chennai, Bangalore, Vijaywada, Palamu, Sambalpur, Bhopal, Bilaspur, Gautam Budh Nagar and New Delhi.	Updated: February 2, 2025	https://indianexpress.com/article/india/naac-inspection-committee-chairman-jnu-professor-cbi-corruption-case-held-9813073/
Five pilgrims killed, several injured as bus falls into gorge in Gujarat	The bus, carrying 48 pilgrims, broke the crash barrier and fell at a depth of about 35 feet into the gorge, a police official said.	February 2, 2025	https://indianexpress.com/article/cities/ahmedabad/gujarat-dang-pilgrims-killed-bus-accident-9813067/
Budget allocates Rs 7,564 crore for Karnataka rail projects, funding boost for suburban rail plans	One of the central elements of the Budget is the Bengaluru Suburban Rail Project, which has once again received Rs 350 crore, the same allocation as last year	Updated: February 2, 2025	https://indianexpress.com/article/cities/bangalore/karnataka-bengaluru-railways-union-budget-allocation-9813069/
Wasim Akram on Pakistan"s surprise Champions Trophy pick Faheem Ashraf: "Bowling average sau ki, batting average nau ki"	The bowling legend is surprised Pak picked only one spinner while India increased the number from 3 to 4, while called Ashraf and Khushdil "out of the blue" picks	Updated: February 2, 2025	https://indianexpress.com/article/sports/cricket/wasim-akram-on-pakistans-surprise-champions-trophy-pick-faheem-ashraf-bowling-average-sau-ki-batting-average-nau-ki-9813047/
EC tells agencies to keep close eye on distribution of cash and inducements among Delhi voters	The Election Commission says the measures are especially necessary in the 72 hours before the Delhi Assembly polls.	Updated: February 2, 2025	https://indianexpress.com/article/cities/delhi/ec-cash-distribution-inducements-delhi-voters-9813034/
"Switch off the TV, WhatsApp, and Instagram while you eat": Celeb nutritionist Rujuta Diwekar on quick fixes to bring down body"s inflammatory response	An anti-inflammatory diet can be a healthy and nutrient-rich approach, but whether it can meet all nutritional needs depends on several factors.	Updated: February 2, 2025	https://indianexpress.com/article/lifestyle/health/rujuta-diwekar-quick-fixes-to-bring-down-body-inflammation-9798489/
China to challenge US tariffs at WTO amid Trump"s 10% tariff on Chinese goods	The move includes a 25% tariff on Canadian and Mexican goods and a 10% levy on Chinese imports, set to take effect on Tuesday.	February 2, 2025	https://indianexpress.com/article/world/china-to-challenge-us-tariffs-wto-9812926/
Narayana Murthy attends Jaipur Literature Festival with son-in-law Rishi Sunak, video goes viral	The viral video shows Rishi Sunak greeting the audience at the Jaipur Lit Fest.	Updated: February 2, 2025	https://indianexpress.com/article/trending/trending-in-india/narayana-murthy-attends-jaipur-literature-festival-with-son-in-law-rishi-sunak-video-goes-viral-9813045/
Complaint against Sonia Gandhi in Bihar court for remark on President Droupadi Murmu	"Sonia Gandhi has insulted President Murmu by making the 'poor thing' remark. It's a disrespect to the highest constitutional authority in the country. Rahul Gandhi and Priyanka Gandhi Vadra are co-accused in it," the complainant said.	February 2, 2025	https://indianexpress.com/article/india/sonia-gandhi-bihar-court-remark-president-droupadi-murmu-9813030/
Don’t force people to specialise too early in life: Nobel laureate Venki Ramakrishnan	At the Jaipur Literature Festival, Nobel chemistry laureate Venki Ramakrishnan advocates an integrated approach to knowledge and talks about inequality in longevity treatments.	February 2, 2025	https://indianexpress.com/article/india/jaipur-literature-festival-nobel-laureate-venki-ramakrishnan-book-9812996/
Ashneer Grover says Salman Khan took "faltu ka panga" on Bigg Boss 18: "Abey naam nahi jaanta toh.."	Entrepreneur and former Shark Tank India judge Ashneer Grover has hit back at Salman Khan two months after his Bigg Boss 18 appearance.	Updated: February 2, 2025	https://indianexpress.com/article/entertainment/television/ashneer-grover-says-salman-khan-took-faltu-ka-panga-on-bigg-boss-18-abey-naam-nahi-jaanta-toh-9813007/
Sky Force box office collection day 9: Akshay Kumar-Veer Pahariya film gains from Deva’s slow start, nears Rs 100 crore mark	Sky Force box office collection day 9: Akshay Kumar-Veer Pahariya film saw an over 60 percent jump in its collection on Saturday.	February 2, 2025	https://indianexpress.com/article/entertainment/bollywood/sky-force-box-office-collection-day-9-akshay-kumar-film-nears-rs-100-crore-mark-9812993/
How helpful is operator, OpenAI’s new AI agent?	Operator, a new computer-using tool from OpenAI, is brittle and occasionally erratic, but it points to a future of powerful A.I. agents.	Updated: February 2, 2025	https://indianexpress.com/article/technology/artificial-intelligence/how-helpful-is-operator-openais-new-ai-agent-9812987/
Gym trainer shot dead in Kharar, assailants also attacked him with swords	Police suspect old enmity, but victim’s family unaware of any threats	February 2, 2025	https://indianexpress.com/article/cities/chandigarh/gym-trainer-shot-dead-in-kharar-assailants-also-attacked-him-with-swords-9812994/
Delhi’s middle class reacts to Budget announcement on income tax rebate: ‘Feel liberated’, ‘will save money for education’	A rebate means that income up to that limit will not lead to any tax liability, which effectively means that anyone with an annual taxable income of up to Rs 12 lakh, or a monthly income of up to Rs 1 lakh, will not be required to pay any income tax under the New Tax Regime.	February 2, 2025	https://indianexpress.com/article/cities/delhi/delhi-middle-class-reaction-budget-income-tax-rebate-9812973/
Punjab police invoke sedition in Ambedkar statue vandalism case	BJP accuses AAP of exploiting sacrilege issues for political gain, while Bhim Army chief demands stronger protections.	February 2, 2025	https://indianexpress.com/article/cities/chandigarh/punjab-police-sedition-ambedkar-statue-vandalism-case-9812966/
How a 35-yr-old farmer has mushroomed a success story in this Sangrur village	Growing seasonal and off-season mushrooms on a 3-acre farm, generating sales worth around Rs. 1 crore, while earning 10 times more than the combined income from wheat and paddy.	Updated: February 2, 2025	https://indianexpress.com/article/cities/chandigarh/35-yr-old-farmer-mushroom-success-story-sangrur-village-9812969/
USAID website goes offline in Trump administration"s 2-week-old freeze on foreign aid worldwide	Congressional Democrats battled the Trump administration increasingly openly, expressing concern that Trump may be headed toward ending USAID as an independent agency.	February 2, 2025	https://indianexpress.com/article/news-today/usaid-website-offline-trump-old-freeze-on-foreign-aid-worldwide-9812963/
Mexico, Canada retaliate with levies against US after Trump imposes tariffs	US-Canada Tariff War, Donald Trump Trade War: Trump imposed a 25% tariff on all goods imported from Mexico and Canada, with the exception of energy products from Canada, which would be taxed at 10%.	Updated: February 2, 2025	https://indianexpress.com/article/world/mexico-president-retaliatory-tariffs-against-us-donald-trump-canada-trudeau-9812897/
Fewer seats but AAP wins Phagwara mayor polls, Congress cries foul	Despite Congress being Phagwara Municipal Corporation 's largest party, it lost key polls to AAP, following which Punjab AAP chief Aman Arora thanked the councillors who cross-voted.	Updated: February 2, 2025	https://indianexpress.com/article/political-pulse/aap-phagwara-mayor-polls-congress-9812875/
Mumbai police files 2nd FIR in 2 days against IPS officer"s husband for duping Surat businessman, others of Rs 7.42 crore	Chavan allegedly accepted money from the businessmen under the false pretext of selling plots under government quota at a concessional rates and helping them grab contracts for supplying t-shirts in Nashik police academy. However, he never fulfilled his promises.	Updated: February 2, 2025	https://indianexpress.com/article/cities/mumbai/businessman-duped-of-rs-7-42cr-eow-files-second-fir-against-husband-of-ips-officer-9812523/
Aries Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Aries Horoscope Today, 02-February-2025: Today's Aries horoscope tells aboutyour career growth and financial success.	February 2, 2025	https://indianexpress.com/article/horoscope/aries-horoscope-today-02-february-2025-daily-astrology-prediction-for-aries-career-finance-money-love-9810783/
Taurus Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Taurus Horoscope Today, 02-February-2025: Today's Taurus horoscope tells aboutyour career growth and financial success.	February 2, 2025	https://indianexpress.com/article/horoscope/taurus-horoscope-today-02-february-2025-daily-astrology-prediction-for-taurus-career-finance-money-love-9810785/
Gemini Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Gemini Horoscope Today, 02-February-2025: Today's Gemini horoscope tells aboutyour career growth and financial success.	February 2, 2025	https://indianexpress.com/article/horoscope/gemini-horoscope-today-02-february-2025-daily-astrology-prediction-for-gemini-career-finance-money-love-9810787/
Cancer Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Cancer Horoscope Today, 02-February-2025: Today's Cancer horoscope tells aboutyour career growth and financial success.	February 2, 2025	https://indianexpress.com/article/horoscope/cancer-horoscope-today-02-february-2025-daily-astrology-prediction-for-cancer-career-finance-money-love-9810789/
Leo Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Leo Horoscope Today, 02-February-2025: Today's Leo horoscope tells aboutyour career growth and financial success.	February 2, 2025	https://indianexpress.com/article/horoscope/leo-horoscope-today-02-february-2025-daily-astrology-prediction-for-leo-career-finance-money-love-9810791/
Virgo Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Virgo Horoscope Today, 02-February-2025: Today's Virgo horoscope tells aboutyour career growth and financial success.	February 2, 2025	https://indianexpress.com/article/horoscope/virgo-horoscope-today-02-february-2025-daily-astrology-prediction-for-virgo-career-finance-money-love-9810793/
Libra Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Libra Horoscope Today, 02-February-2025: Today's Libra horoscope tells aboutyour career growth and financial success.	February 2, 2025	https://indianexpress.com/article/horoscope/libra-horoscope-today-02-february-2025-daily-astrology-prediction-for-libra-career-finance-money-love-9810795/
Scorpio Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Scorpio Horoscope Today, 02-February-2025: Today's Scorpio horoscope tells aboutyour career growth and financial success.	February 2, 2025	https://indianexpress.com/article/horoscope/scorpio-horoscope-today-02-february-2025-daily-astrology-prediction-for-scorpio-career-finance-money-love-9810797/
Sagittarius Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Sagittarius Horoscope Today, 02-February-2025: Today's Sagittarius horoscope tells aboutyour career growth and financial success.	February 2, 2025	https://indianexpress.com/article/horoscope/sagittarius-horoscope-today-02-february-2025-daily-astrology-prediction-for-sagittarius-career-finance-money-love-9810799/
Capricorn Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Capricorn Horoscope Today, 02-February-2025: Today's Capricorn horoscope tells aboutyour career growth and financial success.	February 2, 2025	https://indianexpress.com/article/horoscope/capricorn-horoscope-today-02-february-2025-daily-astrology-prediction-for-capricorn-career-finance-money-love-9810801/
Aquarius Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Aquarius Horoscope Today, 02-February-2025: Today's Aquarius horoscope tells aboutyour career growth and financial success.	Updated: February 2, 2025	https://indianexpress.com/article/horoscope/aquarius-horoscope-today-02-february-2025-daily-astrology-prediction-for-aquarius-career-finance-money-love-9810803/
Pisces Horoscope Today, 02-February-2025: Discover what stars say about your career, finance and love	Pisces Horoscope Today, 02-February-2025: Today's Pisces horoscope tells aboutyour career growth and financial success.	Updated: February 2, 2025	https://indianexpress.com/article/horoscope/pisces-horoscope-today-02-february-2025-daily-astrology-prediction-for-pisces-career-finance-money-love-9810805/
Express View on Budget 2025: Betting big on the middle class	Budget reaches out to the taxpayer, resists fiscal adventurism — significant steps forward in the long road ahead	Updated: February 2, 2025	https://indianexpress.com/article/opinion/editorials/express-view-on-budget-2025-betting-big-on-the-middle-class-9812476/
Call centre in Cambodia, 30 mule accounts, over Rs 10 crore siphoned off: Chhattisgarh arm of cybercrime syndicate busted	The money made from duping the victims in this manner is transferred to mule accounts in India, police said.	February 2, 2025	https://indianexpress.com/article/india/call-centre-in-cambodia-30-mule-accounts-over-rs-10-crore-siphoned-off-chhattisgarh-arm-of-cybercrime-syndicate-busted-9812589/
Elon Musk"s DOGE team granted full access to US govt payment system: Report	Musk's DOGE had reportedly sought full clearance and access to the Treasury department’s system which is used to roll out federal funds.	Updated: February 2, 2025	https://indianexpress.com/article/world/elon-musks-doge-team-granted-full-access-to-us-govt-payment-system-9812868/
Senior FBI official resisted Trump administration’s orders to fire agents	Driscoll was instructed to dismiss eight senior FBI executives and provide a list of all FBI personnel involved in investigating the Capitol riot cases.	Updated: February 2, 2025	https://indianexpress.com/article/world/senior-fbi-official-resisted-trump-administrations-orders-9812809/
UK"s Princess Kate says we must improve social and emotional skills to thrive	The centre, set up as part of Kate and William's Royal Foundation charity arm, said its 'Shaping Us Framework' sought to improve awareness of the importance of such skills and offer a "robust yet flexible" model towards a healthy and happy life.	Updated: February 2, 2025	https://indianexpress.com/article/news-today/uks-princess-kate-says-we-must-improve-social-skills-9812832/
Ukraine, Russia accuse each other of deadly strike on boarding school in Kursk region	Ukraine's Armed Forces said on its Telegram messaging app that Russia launched an aerial bomb from Russian territory that struck a boarding school in Sudzha, killing at least four.	February 2, 2025	https://indianexpress.com/article/news-today/ukraine-russia-accuse-deadly-strike-boarding-school-kursk-region-9812833/
Kashmiri Pandits group, Mirwaiz Umar Farooq discuss return of displaced to J&amp;K	In the meeting it was decided that steps would be taken for an inter-community consultation committee to revive the composite culture of Kashmir and ensure that all communities can live there in harmony.	Updated: February 2, 2025	https://indianexpress.com/article/india/kashmiri-pandits-group-mirwaiz-umar-farooq-discuss-return-of-displaced-to-jk-9812779/
People’s Budget, focuses on making citizens partners in development: PM Modi	Modi highlighted a host of measures for different sectors and noted that Budgets generally look to fill the government’s treasury but this one seeks to put more money in people’s pockets and increase their savings.	Updated: February 2, 2025	https://indianexpress.com/article/india/peoples-budget-focuses-on-making-citizens-partners-in-development-pm-modi-9812645/
Union Budget 2025: External Affairs Ministry gets Rs 20,516 crore, emphasis on ‘Neighbourhood First’ policy	Union Budget 2025: Bhutan continues to be India’s largest foreign aid recipient, receiving Rs 2,150 crore in 2025-26, which is an increase from last year’s budget estimate of Rs 2,068 crore.	Updated: February 2, 2025	https://indianexpress.com/article/india/union-budget-2025-external-affairs-ministry-gets-rs-20516-crore-emphasis-on-neighbourhood-first-policy-9812694/
